Time,PPG,ECG,resp
0,0.356793743890518,1.19921875,-0.721271393643032
0.008,0.424242424242424,1.228515625,-0.750611246943765
0.016,0.458455522971652,1.25390625,-0.750611246943765
0.024,0.476050830889541,1.3046875,-0.750611246943765
0.032,0.484848484848485,1.298828125,-0.750611246943765
0.04,0.489736070381232,1.25390625,-0.750611246943765
0.048,0.49266862170088,1.16015625,-0.750611246943765
0.056,0.493646138807429,1.064453125,-0.750611246943765
0.064,0.495601173020528,0.974609375,-0.750611246943765
0.072,0.496578690127077,0.869140625,-0.750611246943765
0.08,0.497556207233627,0.765625,-0.750611246943765
0.088,0.498533724340176,0.724609375,-0.750611246943765
0.096,0.499511241446725,0.525390625,-0.750611246943765
0.104,0.500488758553275,0.134765625,-0.750611246943765
0.112,0.501466275659824,0.125,-0.750611246943765
0.12,0.502443792766373,1.080078125,-0.750611246943765
0.128,0.503421309872923,1.154296875,-0.743276283618582
0.136,0.505376344086022,0.544921875,-0.735941320293399
0.144,0.50733137829912,0.505859375,-0.677261613691931
0.152,0.509286412512219,0.515625,-0.616136919315403
0.16,0.511241446725318,0.455078125,-0.547677261613692
0.168,0.513196480938416,0.484375,-0.47921760391198
0.176,0.515151515151515,0.5,-0.383863080684597
0.184,0.516129032258065,0.515625,-0.288508557457213
0.192,0.518084066471163,0.505859375,-0.168704156479218
0.2,0.521016617790811,0.525390625,-0.0488997555012225
0.208,0.523949169110459,0.5390625,0.0880195599022005
0.216,0.527859237536657,0.580078125,0.224938875305623
0.224,0.532746823069404,0.564453125,0.371638141809291
0.232,0.5386119257087,0.60546875,0.518337408312958
0.24,0.545454545454545,0.599609375,0.647921760391198
0.248,0.552297165200391,0.67578125,0.779951100244499
0.256,0.560117302052786,0.705078125,0.894865525672372
0.264,0.565982404692082,0.720703125,1.00977995110024
0.272,0.571847507331378,0.73046875,1.11002444987775
0.28,0.577712609970675,0.708984375,1.21026894865526
0.288,0.582600195503421,0.73046875,1.29339853300733
0.296,0.587487781036168,0.67578125,1.37897310513447
0.304,0.591397849462366,0.634765625,1.440097799511
0.312,0.595307917888563,0.57421875,1.49877750611247
0.32,0.598240469208211,0.5546875,1.53545232273839
0.328,0.601173020527859,0.60546875,1.5721271393643
0.336,0.603128054740958,0.580078125,1.5721271393643
0.344,0.605083088954057,0.640625,1.57457212713936
0.352,0.607038123167155,0.6640625,1.54523227383863
0.36,0.608015640273705,0.669921875,1.5158924205379
0.368,0.608993157380254,0.654296875,1.45476772616137
0.376,0.609970674486804,0.654296875,1.3960880195599
0.384,0.609970674486804,0.619140625,1.31540342298289
0.392,0.609970674486804,0.599609375,1.23716381418093
0.4,0.608993157380254,0.64453125,1.15647921760391
0.408,0.608993157380254,0.650390625,1.07579462102689
0.416,0.608015640273705,0.634765625,0.997555012224939
0.424,0.607038123167155,0.595703125,0.919315403422983
0.432,0.606060606060606,0.3203125,0.833740831295844
0.44,0.605083088954057,0.044921875,0.750611246943765
0.448,0.605083088954057,0.640625,0.662591687041565
0.456,0.604105571847507,1.48828125,0.577017114914425
0.464,0.604105571847507,0.84375,0.501222493887531
0.472,0.604105571847507,0.650390625,0.425427872860636
0.48,0.604105571847507,0.640625,0.359413202933985
0.488,0.603128054740958,0.685546875,0.295843520782396
0.496,0.602150537634409,0.669921875,0.23960880195599
0.504,0.60019550342131,0.669921875,0.183374083129584
0.512,0.598240469208211,0.6796875,0.136919315403423
0.52,0.596285434995112,0.69921875,0.0904645476772616
0.528,0.595307917888563,0.685546875,0.0537897310513447
0.536,0.594330400782014,0.67578125,0.0171149144254279
0.544,0.593352883675464,0.720703125,-0.0097799511002445
0.552,0.594330400782014,0.734375,-0.0366748166259169
0.56,0.594330400782014,0.7890625,-0.0537897310513447
0.568,0.595307917888563,0.8046875,-0.0733496332518337
0.576,0.597262952101662,0.8203125,-0.0855745721271394
0.584,0.597262952101662,0.83984375,-0.097799511002445
0.592,0.598240469208211,0.85546875,-0.105134474327628
0.6,0.598240469208211,0.84375,-0.112469437652812
0.608,0.596285434995112,0.83984375,-0.112469437652812
0.616,0.594330400782014,0.869140625,-0.114914425427873
0.624,0.591397849462366,0.810546875,-0.114914425427873
0.632,0.587487781036168,0.75,-0.112469437652812
0.64,0.582600195503421,0.720703125,-0.110024449877751
0.648,0.576735092864125,0.6953125,-0.107579462102689
0.656,0.570869990224829,0.689453125,-0.102689486552567
0.664,0.565982404692082,0.64453125,-0.097799511002445
0.672,0.561094819159335,0.640625,-0.0929095354523227
0.68,0.555229716520039,0.6953125,-0.0855745721271394
0.688,0.549364613880743,0.705078125,-0.078239608801956
0.696,0.543499511241447,0.689453125,-0.0709046454767726
