Time,PPG,ECG,resp
0,0.637341153470186,3.50625,-0.425427872860636
0.008,0.642228739002933,3.4875,-0.444987775061125
0.016,0.64613880742913,3.45625,-0.462102689486553
0.024,0.648093841642229,3.50625,-0.476772616136919
0.032,0.649071358748778,3.4875,-0.488997555012225
0.04,0.648093841642229,3.51875,-0.498777506112469
0.048,0.645161290322581,3.7,-0.511002444987775
0.056,0.639296187683284,3.7,-0.518337408312958
0.064,0.63147605083089,3.7,-0.525672371638142
0.072,0.622678396871945,3.7,-0.533007334963325
0.08,0.612903225806452,3.7,-0.537897310513447
0.088,0.601173020527859,3.7,-0.540342298288509
0.096,0.588465298142718,3.7,-0.540342298288509
0.104,0.575757575757576,3.7,-0.537897310513447
0.112,0.563049853372434,3.7,-0.533007334963325
0.12,0.551319648093842,3.7,-0.523227383863081
0.128,0.539589442815249,3.7,-0.511002444987775
0.136,0.526881720430108,3.7,-0.493887530562347
0.144,0.515151515151515,3.4875,-0.476772616136919
0.152,0.504398826979472,3.0875,-0.449877750611247
0.16,0.493646138807429,2.83125,-0.425427872860636
0.168,0.483870967741935,2.65625,-0.393643031784841
0.176,0.475073313782991,2.54375,-0.361858190709046
0.184,0.466275659824047,2.41875,-0.330073349633252
0.192,0.456500488758553,2.43125,-0.298288508557457
0.2,0.44672531769306,2.36875,-0.268948655256724
0.208,0.435972629521017,2.30625,-0.237163814180929
0.216,0.426197458455523,2.325,-0.200488997555012
0.224,0.41544477028348,2.275,-0.163814180929095
0.232,0.404692082111437,2.325,-0.124694376528117
0.24,0.394916911045943,2.325,-0.0855745721271394
0.248,0.38514173998045,2.36875,-0.0488997555012225
0.256,0.375366568914956,2.45,-0.0097799511002445
0.264,0.365591397849462,2.54375,0.0244498777506112
0.272,0.357771260997067,2.70625,0.058679706601467
0.28,0.350928641251222,2.54375,0.0929095354523227
0.288,0.342130987292278,2.43125,0.12958435207824
0.296,0.332355816226784,2.325,0.163814180929095
0.304,0.32355816226784,2.325,0.200488997555012
0.312,0.313782991202346,2.30625,0.237163814180929
0.32,0.304985337243402,2.25625,0.271393643031785
0.328,0.299120234604106,2.25625,0.305623471882641
0.336,0.297165200391007,2.13125,0.339853300733496
0.344,0.300097751710655,0.30625,0.36919315403423
0.352,0.311827956989247,-0.45625,0.400977995110024
0.36,0.332355816226784,3.7,0.427872860635697
0.368,0.35386119257087,3.7,0.454767726161369
0.376,0.379276637341153,1.9875,0.481662591687042
0.384,0.410557184750733,2.1125,0.511002444987775
0.392,0.443792766373412,2.18125,0.540342298288509
0.4,0.476050830889541,2.19375,0.569682151589242
0.408,0.505376344086022,2.18125,0.596577017114914
0.416,0.530791788856305,2.2875,0.623471882640587
0.424,0.552297165200391,2.3875,0.647921760391198
0.432,0.570869990224829,2.43125,0.672371638141809
0.44,0.585532746823069,2.41875,0.696821515892421
0.448,0.598240469208211,2.45,0.721271393643032
0.456,0.608015640273705,2.53125,0.743276283618582
0.464,0.6158357771261,2.625,0.767726161369193
0.472,0.620723362658847,2.71875,0.787286063569682
0.48,0.624633431085044,2.86875,0.806845965770171
0.488,0.626588465298143,2.99375,0.819070904645477
0.496,0.627565982404692,3.16875,0.833740831295844
0.504,0.625610948191593,3.33125,0.843520782396088
0.512,0.622678396871945,3.50625,0.850855745721271
0.52,0.616813294232649,3.65,0.853300733496333
0.528,0.608993157380254,3.7,0.855745721271394
0.536,0.598240469208211,3.7,0.845965770171149
0.544,0.586510263929619,3.7,0.838630806845966
0.552,0.574780058651026,3.7,0.821515892420538
0.56,0.562072336265885,3.65,0.801955990220049
0.568,0.551319648093842,3.23125,0.779951100244499
0.576,0.541544477028348,2.88125,0.76039119804401
0.584,0.531769305962854,2.625,0.733496332518337
0.592,0.521994134897361,2.53125,0.706601466992665
0.6,0.513196480938416,2.46875,0.669926650366748
0.608,0.503421309872923,2.5,0.633251833740831
0.616,0.493646138807429,2.6125,0.58679706601467
0.624,0.483870967741935,2.70625,0.540342298288509
0.632,0.474095796676442,2.75625,0.486552567237164
0.64,0.464320625610948,2.65625,0.432762836185819
0.648,0.455522971652004,2.9625,0.374083129584352
0.656,0.447702834799609,3.15625,0.315403422982885
0.664,0.440860215053763,3.28125,0.26161369193154
0.672,0.434995112414467,3.3125,0.207823960880196
0.68,0.429130009775171,3.39375,0.158924205378973
0.688,0.421309872922776,3.475,0.107579462102689
0.696,0.413489736070381,3.4875,0.058679706601467
0.704,0.405669599217986,3.40625,0.0097799511002445
0.712,0.397849462365591,3.475,-0.0366748166259169
0.72,0.390029325513196,3.33125,-0.0855745721271394
0.728,0.382209188660802,3.44375,-0.124694376528117
0.736,0.373411534701857,3.51875,-0.163814180929095
0.744,0.364613880742913,3.3625,-0.198044009779951
0.752,0.356793743890518,3.16875,-0.229828850855746
0.76,0.351906158357771,3.075,-0.26161369193154
0.768,0.351906158357771,2.9625,-0.290953545232274
0.776,0.355816226783969,2.94375,-0.317848410757946
0.784,0.366568914956012,2.99375,-0.342298288508557
0.792,0.3841642228739,2.9625,-0.364303178484108
0.8,0.407624633431085,2.45,-0.386308068459658
0.808,0.436950146627566,0.2625,-0.403422982885086
0.816,0.468230694037146,3.65,-0.418092909535452
0.824,0.499511241446725,3.7,-0.430317848410758
0.832,0.527859237536657,3.7,-0.442542787286064
0.84,0.55327468230694,2.675,-0.447432762836186
0.848,0.574780058651026,2.70625,-0.454767726161369
0.856,0.592375366568915,2.54375,-0.454767726161369
0.864,0.606060606060606,2.70625,-0.454767726161369
0.872,0.61485826001955,2.625,-0.449877750611247
0.88,0.622678396871945,2.6875,-0.444987775061125
0.888,0.629521016617791,2.70625,-0.437652811735941
0.896,0.635386119257087,2.8,-0.430317848410758
0.904,0.639296187683284,0.16875,-0.420537897310513
0.912,0.642228739002933,0.1625,-0.408312958435208
0.92,0.644183773216031,0.20625,-0.39119804400978
0.928,0.643206256109482,0.23125,-0.374083129584352
0.936,0.639296187683284,0.2375,-0.349633251833741
0.944,0.633431085043988,0.2625,-0.32518337408313
0.952,0.625610948191593,0.275,-0.293398533007335
0.96,0.6158357771261,0.3125,-0.26161369193154
0.968,0.606060606060606,0.35,-0.224938875305623
0.976,0.595307917888563,0.38125,-0.188264058679707
0.984,0.583577712609971,0.41875,-0.15158924205379
0.992,0.570869990224829,0.45625,-0.114914425427873
1,0.558162267839687,0.49375,-0.078239608801956
1.008,0.544477028347996,0.51875,-0.039119804400978
1.016,0.530791788856305,0.5,0.00488997555012225
1.024,0.518084066471163,0.425,0.0488997555012225
1.032,0.505376344086022,0.30625,0.100244498777506
1.04,0.49266862170088,0.19375,0.149144254278729
1.048,0.479960899315738,0.10625,0.198044009779951
1.056,0.468230694037146,0.05625,0.244498777506112
1.064,0.458455522971652,0.03125,0.288508557457213
1.072,0.449657869012708,0.0125,0.334963325183374
1.08,0.439882697947214,0,0.381418092909535
1.088,0.429130009775171,-0.00625,0.430317848410758
1.096,0.418377321603128,0,0.47921760391198
1.104,0.407624633431085,-0.00625,0.528117359413203
1.112,0.396871945259042,0.00625,0.577017114914425
1.12,0.387096774193548,-0.00625,0.623471882640587
1.128,0.377321603128055,0.0125,0.669926650366748
1.136,0.367546432062561,0.00625,0.71638141809291
1.144,0.357771260997067,0.04375,0.755501222493888
1.152,0.347996089931574,0.05625,0.794621026894866
1.16,0.33822091886608,0.09375,0.82640586797066
1.168,0.330400782013685,0.05625,0.860635696821516
1.176,0.32355816226784,0.0375,0.887530562347188
1.184,0.314760508308895,0.01875,0.914425427872861
1.192,0.305962854349951,0.03125,0.936430317848411
1.2,0.298142717497556,0.0375,0.960880195599022
1.208,0.291300097751711,0.03125,0.975550122249389
1.216,0.286412512218964,0.0625,0.992665036674817
1.224,0.284457478005865,0.0625,1.00244498777506
1.232,0.288367546432063,-0.38125,1.01222493887531
1.24,0.298142717497556,-0.58125,1.01222493887531
1.248,0.315738025415445,1.69375,1.00977995110024
1.256,0.341153470185728,0.81875,1
1.264,0.366568914956012,0.075,0.990220048899755
1.272,0.393939393939394,0.06875,0.968215158924205
1.28,0.426197458455523,0.11875,0.946210268948655
1.288,0.459433040078201,0.10625,0.914425427872861
1.296,0.49169110459433,0.125,0.882640586797066
1.304,0.520039100684262,0.1375,0.84841075794621
1.312,0.544477028347996,0.14375,0.814180929095355
1.32,0.565982404692082,0.1375,0.777506112469438
1.328,0.582600195503421,0.16875,0.740831295843521
